mid,type,name,level,say,model,hp,hpShow,mp,phyAtt,phyAttMax,magicAtt,magicAttMax,taoAtt,taoAttMax,phyDef,phyDefMax,magicDef,magicDefMax,accurate,dodge,poisonRecover,heathRecover,attackSpeed,moveSpeed,aiparam,toattackarea,heart,relive,die,exp,nlexp,guardarea,aitype,moveInterval,reliveType,reliveTypeParam,status,summon,ExistTime,head,dropstate,cast,pathmode,fanyin,pureatk,puredef,tipsname,sex,aperture,unshandow,isrun,isshare,dropshow,playerModel,color,dieeffect,clientspeed,bloodY,showname,randomHpMin,shap
9382,2,触龙神,55,测试,2028,220000,1,0,287,574,287,574,287,574,0,0,0,0,30,2,0,25,3000,0,Special,6,1000,300,0,200000,100,12,3,450,0,0,,0,,29,,0,4,1,287,0,材料2,0,1,,0,,110202040#110302040#110802040#110402040#110602040#110702040#120202040#120302040#120802040#120402040#120602040#120702040#130202040#130302040#130802040#130402040#130602040#130702040,,55,,,180,,,
9383,2,沃玛教主,60,测试,2010,1000000,1,0,566,1133,566,1133,566,1133,166,333,166,333,30,2,0,25,3000,1,Special,6,1000,300,0,200000,100,12,3,450,0,0,,0,,32,,0,4,1,566,0,材料3,0,1,,0,,110202050#110302050#110802050#110402050#110602050#110702050#120202050#120302050#120802050#120402050#120602050#120702050#130202050#130302050#130802050#130402050#130602050#130702050,,55,,,180,,,
9384,2,白猪王,70,测试,2059,3000000,1,0,666,1333,666,1333,666,1333,300,600,300,600,30,5,0,25,3000,1,,6,1000,300,0,200000,100,12,2,450,0,0,,0,,33,,0,4,1,666,0,材料4,0,1,,0,,110202060#110302060#110802060#110402060#110602060#110702060#120202060#120302060#120802060#120402060#120602060#120702060#130202060#130302060#130802060#130402060#130602060#130702060,,55,,,180,,,
9385,2,祖玛教主,80,测试,2035,5000000,1,0,1200,2400,1200,2400,1200,2400,500,1000,500,1000,30,5,0,25,3000,1,Special,6,1000,300,0,200000,100,12,3,450,0,0,,0,,34,,0,4,1,1200,0,材料5,0,1,,0,,110202070#110302070#110802070#110402070#110602070#110702070#120202070#120302070#120802070#120402070#120602070#120702070#130202070#130302070#130802070#130402070#130602070#130702070,,55,,,180,,,
9386,2,牛魔王,90,测试,2045,8000000,1,0,2333,4666,2333,4666,2333,4666,750,1500,750,1500,30,10,0,25,3000,1,,6,1000,300,0,200000,100,12,2,450,0,0,,0,,30,,0,4,1,2333,0,材料6,0,1,,0,,110202075#110302075#110802075#110402075#110602075#110702075#120202075#120302075#120802075#120402075#120602075#120702075#130202075#130302075#130802075#130402075#130602075#130702075,,55,,,180,,,
9387,2,沃玛教主,60,测试,2010,1000000,1,0,416,833,416,833,416,833,266,532,266,532,30,15,0,0,3000,1,,6,1000,60,0,200000,10000,12,2,450,0,0,,0,,32,,0,4,1,416,0,行会BOSS1,0,1,,0,,,,55,,,180,,,
9388,2,祖玛教主,70,测试,2035,3000000,1,0,566,1133,566,1133,566,1133,366,733,366,733,30,20,0,0,3000,1,,6,1000,60,0,200000,10000,12,2,450,0,0,,0,,34,,0,4,1,566,0,行会BOSS2,0,1,,0,,,,55,,,180,,,
9389,2,牛魔王,100,测试,2045,5000000,1,0,1033,2066,1033,2066,1033,2066,600,1200,600,1200,30,30,0,0,3000,1,,6,1000,60,0,200000,10000,12,2,450,0,0,,0,,30,,0,4,1,666,0,行会BOSS3,0,1,,0,,,,55,,,180,,,
9390,2,霜岭巨人,140,测试,2073,7000000,1,0,3000,6000,3000,6000,3000,6000,800,1600,800,1600,30,40,0,0,3000,1,,6,1000,60,0,200000,10000,12,2,450,0,0,,0,,43,,0,4,1,833,0,行会BOSS4,0,1,,0,,,,55,,,180,,,
9391,2,九尾狐,140,测试,2082,7000000,1,0,3000,6000,3000,6000,3000,6000,1000,2000,1000,2000,30,40,0,0,3000,1,,6,1000,60,0,200000,10000,12,2,450,0,0,,0,,46,,0,4,1,1200,0,行会BOSS5,0,1,,0,,,,55,,,180,,,
9392,2,冰霜教主,160,测试,2087,7000000,1,0,5000,10000,5000,10000,5000,10000,500,1000,1500,3000,30,45,0,0,1500,1,Special,6,1000,60,0,200000,10000,12,3,450,0,0,,0,,41,,0,4,1,1200,0,行会BOSS6,0,1,,0,,,,55,,,180,,,
9497,8,牛魔大帝,80,还有多久到啊，累死我了。,2068,2000000,1,0,0,0,0,0,0,0,2500,2500,2500,2500,100,0,0,0,2900,1,UnionBiao,8,1000,45,0,160000,10000,500,3,700,,,,0,,30,,0,8,0,0,0,行会押镖,0,,,0,,,,,,,,,,
9500,2,攻沙之野猪大帝,100,测试,2059,300000,1,0,164,329,164,329,164,329,0,0,0,0,30,6,0,25,3000,1,,6,1000,600,0,200000,10000,12,2,1000,0,0,,0,,33,,0,4,1,0,0,活动,0,1,,0,,,,55,,,180,,,
9501,2,攻沙之牛魔大帝,100,测试,2045,300000,1,0,164,329,164,329,164,329,0,0,0,0,30,6,0,25,3000,1,,6,1000,600,0,200000,10000,12,2,1000,0,0,,0,,30,,0,4,1,0,0,活动,0,1,,0,,,,55,,,180,,,
9502,2,攻沙之霜岭巨人,100,测试,2073,300000,1,0,164,329,164,329,164,329,0,0,0,0,30,6,0,25,3000,1,,6,1000,600,0,200000,10000,12,2,1000,0,0,,0,,43,,0,4,1,0,0,活动,0,1,,0,,,,55,,,180,,,
9503,2,攻沙之赤焰鹰魔,100,测试,2072,300000,1,0,164,329,164,329,164,329,0,0,0,0,30,6,0,25,3000,1,,6,1000,600,0,200000,10000,12,2,1000,0,0,,0,,54,,0,4,1,0,0,互动,0,1,,0,,,,55,,,180,,,
9504,2,攻沙之朽木树精,100,测试,2071,300000,1,0,164,329,164,329,164,329,0,0,0,0,30,6,0,25,3000,1,,6,1000,600,0,200000,10000,12,2,1000,0,0,,0,,52,,0,4,1,0,0,活动,0,1,,0,,,,55,,,180,,,
9505,2,攻沙之沃玛教主,90,测试,2010,250000,1,0,164,329,164,329,164,329,0,0,0,0,30,2,0,25,3000,1,,6,1000,300,0,200000,10000,12,2,1000,0,0,,0,,32,,0,4,1,0,0,活动,0,1,,0,,,,55,,,180,,,
9506,2,攻沙之冰霜教主,90,测试,2087,250000,1,0,164,329,164,329,164,329,0,0,0,0,30,2,0,25,3000,1,,6,1000,300,0,200000,10000,12,2,1000,0,0,,0,,41,,0,4,1,0,0,活动,0,1,,0,,,,55,,,180,,,
9507,2,攻沙之祖玛教主,90,测试,2035,250000,1,0,164,329,164,329,164,329,0,0,0,0,30,2,0,25,3000,1,,6,1000,300,0,200000,10000,12,2,1000,0,0,,0,,34,,0,4,1,0,0,活动,0,1,,0,,,,55,,,180,,,
9508,2,攻沙之腐烂尸王,90,测试,2017,250000,1,0,164,329,164,329,164,329,0,0,0,0,30,2,0,25,3000,1,,6,1000,300,0,200000,10000,12,2,1000,0,0,,0,,31,,0,4,1,0,0,活动,0,1,,0,,,,55,,,180,,,
9509,2,攻沙之九尾妖狐,90,测试,2082,250000,1,0,164,329,164,329,164,329,0,0,0,0,30,2,0,25,3000,1,,6,1000,300,0,200000,10000,12,2,1000,0,0,,0,,46,,0,4,1,0,0,活动,0,1,,0,,,,55,,,180,,,
9510,1,宝物守卫者,90,测试,2058,100000,1,0,300,300,300,300,300,300,3,3,3,3,19,0,0,0,3000,0,Special,6,1000,150,0,10000,1000,12,3,2500,0,0,,0,,,,0,4,0,0,0,活动,0,,,0,,1#6#2,,,,,,,,
8301,1,三界塔一重守卫,70,测试,2022,100000,1,0,381,763,381,763,381,763,275,550,91,183,10,2,0,25,3000,1,,6,1000,300,0,200000,10000,12,2,450,0,0,,0,,13,,0,4,1,381,0,三界塔一重BOSS1,0,1,,0,,1#6#2,,55,,,180,,,
8302,1,三界塔一重守卫,70,测试,2003,110000,1,0,381,763,381,763,381,763,91,183,275,550,10,2,0,25,3000,1,,6,1000,300,0,200000,10000,12,2,450,0,0,,0,,13,,0,4,1,381,0,三界塔一重BOSS2,0,1,,0,,1#6#2,,55,,,180,,,
8303,1,三界塔一重守卫,71,测试,2000,120000,1,0,412,825,412,825,412,825,294,589,98,196,10,2,0,25,3000,1,,6,1000,300,0,200000,10000,12,2,450,0,0,,0,,13,,0,4,1,412,0,三界塔一重BOSS3,0,1,,0,,1#6#2,,55,,,180,,,
8304,1,三界塔一重守卫,71,测试,2016,130000,1,0,412,825,412,825,412,825,98,196,294,589,10,2,0,25,3000,1,,6,1000,300,0,200000,10000,12,2,450,0,0,,0,,13,,0,4,1,412,0,三界塔一重BOSS4,0,1,,0,,1#6#2,,55,,,180,,,
8305,1,三界塔一重守卫,75,测试,2034,200000,1,0,557,1115,557,1115,557,1115,385,770,128,256,10,2,0,25,3000,1,,6,1000,300,0,200000,10000,12,2,450,0,0,,0,,13,,0,4,1,557,0,三界塔一重BOSS5,0,1,,0,,1#6#2,,55,,,180,,,
8306,1,三界塔一重守卫,72,测试,2046,250000,1,0,445,890,445,890,445,890,105,210,315,630,10,2,0,25,3000,1,,6,1000,300,0,200000,10000,12,2,450,0,0,,0,,13,,0,4,1,445,0,三界塔一重BOSS6,0,1,,0,,1#6#2,,55,,,180,,,
8307,1,三界塔一重守卫,72,测试,2057,300000,1,0,445,890,445,890,445,890,315,630,105,210,10,2,0,25,3000,1,,6,1000,300,0,200000,10000,12,2,450,0,0,,0,,13,,0,4,1,445,0,三界塔一重BOSS7,0,1,,0,,1#6#2,,55,,,180,,,
8308,1,三界塔一重守卫,73,测试,2083,350000,1,0,480,960,480,960,480,960,112,225,337,675,10,2,0,25,3000,1,,6,1000,300,0,200000,10000,12,2,450,0,0,,0,,13,,0,4,1,480,0,三界塔一重BOSS8,0,1,,0,,1#6#2,,55,,,180,,,
8309,1,三界塔一重守卫,73,测试,2104,350000,1,0,480,960,480,960,480,960,337,675,112,225,10,2,0,25,3000,1,,6,1000,300,0,200000,10000,12,2,450,0,0,,0,,13,,0,4,1,480,0,三界塔一重BOSS9,0,1,,0,,1#6#2,,55,,,180,,,
8310,1,三界塔一重守卫,78,测试,2017,800000,1,0,557,1115,557,1115,557,1115,128,256,385,770,10,2,0,25,3000,1,,6,1000,300,0,200000,10000,12,2,450,0,0,,0,,13,,0,4,1,557,0,三界塔一重BOSS10,0,1,,0,,1#6#2,,55,,,180,,,
8311,1,三界塔一重守卫,74,测试,2010,400000,1,0,518,1036,518,1036,518,1036,360,721,120,240,10,2,0,25,3000,1,,6,1000,300,0,200000,10000,12,2,450,0,0,,0,,13,,0,4,1,518,0,三界塔一重BOSS11,0,1,,0,,1#6#2,,55,,,180,,,
8312,1,三界塔一重守卫,74,测试,2059,400000,1,0,518,1036,518,1036,518,1036,120,240,360,721,10,2,0,25,3000,1,,6,1000,300,0,200000,10000,12,2,450,0,0,,0,,33,,0,4,1,518,0,三界塔一重BOSS12,0,1,,0,,1#6#2,,55,,,180,,,
8313,1,三界塔一重守卫,75,测试,2035,425000,1,0,557,1115,557,1115,557,1115,385,770,128,256,10,2,0,25,3000,1,,6,1000,300,0,200000,10000,12,2,450,0,0,,0,,34,,0,4,1,557,0,三界塔一重BOSS13,0,1,,0,,1#6#2,,55,,,180,,,
8314,1,三界塔一重守卫,75,测试,2045,425000,1,0,557,1115,557,1115,557,1115,128,256,385,770,10,2,0,25,3000,1,,6,1000,300,0,200000,10000,12,2,450,0,0,,0,,30,,0,4,1,557,0,三界塔一重BOSS14,0,1,,0,,1#6#2,,55,,,180,,,
8315,1,三界塔一重守卫,79,测试,2107,1000000,1,0,743,1487,743,1487,743,1487,496,993,165,331,10,2,0,25,3000,1,,6,1000,300,0,200000,10000,12,2,450,0,0,,0,,49,,0,4,1,743,0,三界塔一重BOSS15,0,1,,0,,1#6#2,,55,,,180,,,
8316,1,三界塔一重守卫,76,测试,2082,500000,1,0,600,1200,600,1200,600,1200,137,274,411,822,10,2,0,25,3000,1,,6,1000,300,0,200000,10000,12,2,450,0,0,,0,,13,,0,4,1,600,0,三界塔一重BOSS16,0,1,,0,,1#6#2,,55,,,180,,,
8317,1,三界塔一重守卫,76,测试,2073,500000,1,0,600,1200,600,1200,600,1200,411,822,137,274,10,2,0,25,3000,1,,6,1000,300,0,200000,10000,12,2,450,0,0,,0,,43,,0,4,1,600,0,三界塔一重BOSS17,0,1,,0,,1#6#2,,55,,,180,,,
8318,1,三界塔一重守卫,77,测试,2093,550000,1,0,644,1290,644,1290,644,1290,146,292,438,876,10,2,0,25,3000,1,,6,1000,300,0,200000,10000,12,2,450,0,0,,0,,48,,0,4,1,645,0,三界塔一重BOSS18,0,1,,0,,1#6#2,,55,,,180,,,
8319,1,三界塔一重守卫,77,测试,2071,550000,1,0,644,1290,644,1290,644,1290,438,876,146,292,10,2,0,25,3000,1,,6,1000,300,0,200000,10000,12,2,450,0,0,,0,,52,,0,4,1,645,0,三界塔一重BOSS19,0,1,,0,,1#6#2,,55,,,180,,,
8320,1,三界塔一重守卫,80,测试,2072,1200000,1,0,797,1595,797,1595,797,1595,176,352,528,1056,10,2,0,25,3000,1,,6,1000,300,0,200000,10000,12,2,450,0,0,,0,,54,,0,4,1,797,0,三界塔一重BOSS20,0,1,,0,,1#6#2,,55,,,180,,,
8321,1,三界塔二重守卫,80,测试,2022,875000,1,0,797,1595,797,1595,797,1595,1056,2112,352,704,10,2,0,25,3000,1,,6,1000,300,0,200000,10000,12,2,450,0,0,,0,,13,,0,4,1,797,0,三界塔二重BOSS1,0,1,,0,,1#6#2,,55,,,180,,,
8322,1,三界塔二重守卫,80,测试,2003,875000,1,0,797,1595,797,1595,797,1595,352,704,1056,2112,10,2,0,25,3000,1,,6,1000,300,0,200000,10000,12,2,450,0,0,,0,,13,,0,4,1,797,0,三界塔二重BOSS1,0,1,,0,,1#6#2,,55,,,180,,,
8323,1,三界塔二重守卫,81,测试,2000,875000,1,0,854,1708,854,1708,854,1708,1121,2242,373,747,10,2,0,25,3000,1,,6,1000,300,0,200000,10000,12,2,450,0,0,,0,,13,,0,4,1,854,0,三界塔二重BOSS1,0,1,,0,,1#6#2,,55,,,180,,,
8324,1,三界塔二重守卫,81,测试,2016,875000,1,0,854,1708,854,1708,854,1708,373,747,1121,2242,10,2,0,25,3000,1,,6,1000,300,0,200000,10000,12,2,450,0,0,,0,,13,,0,4,1,854,0,三界塔二重BOSS1,0,1,,0,,1#6#2,,55,,,180,,,
8325,1,三界塔二重守卫,85,测试,2034,1400000,1,0,1115,2231,1115,2231,1115,2231,1415,2830,471,943,10,2,0,25,3000,1,,6,1000,300,0,200000,10000,12,2,450,0,0,,0,,13,,0,4,1,1115,0,三界塔二重BOSS1,0,1,,0,,1#6#2,,55,,,180,,,
8326,1,三界塔二重守卫,82,测试,2046,875000,1,0,914,1829,914,1829,914,1829,396,793,1190,2380,10,2,0,25,3000,1,,6,1000,300,0,200000,10000,12,2,450,0,0,,0,,13,,0,4,1,914,0,三界塔二重BOSS1,0,1,,0,,1#6#2,,55,,,180,,,
8327,1,三界塔二重守卫,82,测试,2057,875000,1,0,914,1829,914,1829,914,1829,1190,2380,396,793,10,2,0,25,3000,1,,6,1000,300,0,200000,10000,12,2,450,0,0,,0,,13,,0,4,1,914,0,三界塔二重BOSS1,0,1,,0,,1#6#2,,55,,,180,,,
8328,1,三界塔二重守卫,83,测试,2083,875000,1,0,978,1956,978,1956,978,1956,420,841,1262,2524,10,2,0,25,3000,1,,6,1000,300,0,200000,10000,12,2,450,0,0,,0,,13,,0,4,1,978,0,三界塔二重BOSS1,0,1,,0,,1#6#2,,55,,,180,,,
8329,1,三界塔二重守卫,83,测试,2104,875000,1,0,978,1956,978,1956,978,1956,1262,2524,420,841,10,2,0,25,3000,1,,6,1000,300,0,200000,10000,12,2,450,0,0,,0,,13,,0,4,1,978,0,三界塔二重BOSS1,0,1,,0,,1#6#2,,55,,,180,,,
8330,1,三界塔二重守卫,88,测试,2017,1600000,1,0,1350,2700,1350,2700,1350,2700,556,1113,1669,3339,10,2,0,25,3000,1,,6,1000,300,0,200000,10000,12,2,450,0,0,,0,,13,,0,4,1,1350,0,三界塔二重BOSS1,0,1,,0,,1#6#2,,55,,,180,,,
8331,1,三界塔二重守卫,84,测试,2010,950000,1,0,1045,2090,1045,2090,1045,2090,1337,2674,445,891,10,2,0,25,3000,1,,6,1000,300,0,200000,10000,12,2,450,0,0,,0,,13,,0,4,1,1045,0,三界塔二重BOSS1,0,1,,0,,1#6#2,,55,,,180,,,
8332,1,三界塔二重守卫,84,测试,2059,950000,1,0,1045,2090,1045,2090,1045,2090,445,891,1337,2674,10,2,0,25,3000,1,,6,1000,300,0,200000,10000,12,2,450,0,0,,0,,33,,0,4,1,1045,0,三界塔二重BOSS1,0,1,,0,,1#6#2,,55,,,180,,,
8333,1,三界塔二重守卫,85,测试,2035,950000,1,0,1115,2231,1115,2231,1115,2231,1415,2830,471,943,10,2,0,25,3000,1,,6,1000,300,0,200000,10000,12,2,450,0,0,,0,,34,,0,4,1,1115,0,三界塔二重BOSS1,0,1,,0,,1#6#2,,55,,,180,,,
8334,1,三界塔二重守卫,85,测试,2045,950000,1,0,1115,2231,1115,2231,1115,2231,471,943,1415,2830,10,2,0,25,3000,1,,6,1000,300,0,200000,10000,12,2,450,0,0,,0,,30,,0,4,1,1115,0,三界塔二重BOSS1,0,1,,0,,1#6#2,,55,,,180,,,
8335,1,三界塔二重守卫,89,测试,2107,1800000,1,0,1436,2872,1436,2872,1436,2872,1761,3522,587,1174,10,2,0,25,3000,1,,6,1000,300,0,200000,10000,12,2,450,0,0,,0,,49,,0,4,1,1436,0,三界塔二重BOSS1,0,1,,0,,1#6#2,,55,,,180,,,
8336,1,三界塔二重守卫,86,测试,2082,1100000,1,0,1190,2380,1190,2380,1190,2380,499,998,1497,2994,10,2,0,25,3000,1,,6,1000,300,0,200000,10000,12,2,450,0,0,,0,,13,,0,4,1,1190,0,三界塔二重BOSS1,0,1,,0,,1#6#2,,55,,,180,,,
8337,1,三界塔二重守卫,86,测试,2073,1100000,1,0,1190,2380,1190,2380,1190,2380,1497,2994,499,998,10,2,0,25,3000,1,,6,1000,300,0,200000,10000,12,2,450,0,0,,0,,43,,0,4,1,1190,0,三界塔二重BOSS1,0,1,,0,,1#6#2,,55,,,180,,,
8338,1,三界塔二重守卫,87,测试,2093,1100000,1,0,1268,2536,1268,2536,1268,2536,527,1054,1581,3163,10,2,0,25,3000,1,,6,1000,300,0,200000,10000,12,2,450,0,0,,0,,48,,0,4,1,1268,0,三界塔二重BOSS1,0,1,,0,,1#6#2,,55,,,180,,,
8339,1,三界塔二重守卫,87,测试,2071,1100000,1,0,1268,2536,1268,2536,1268,2536,1581,3163,527,1054,10,2,0,25,3000,1,,6,1000,300,0,200000,10000,12,2,450,0,0,,0,,52,,0,4,1,1268,0,三界塔二重BOSS1,0,1,,0,,1#6#2,,55,,,180,,,
8340,1,三界塔二重守卫,90,测试,2072,2000000,1,0,1526,3054,1526,3054,1526,3054,618,1237,1856,3712,10,2,0,25,3000,1,,6,1000,300,0,200000,10000,12,2,450,0,0,,0,,54,,0,4,1,1527,0,三界塔二重BOSS1,0,1,,0,,1#6#2,,55,,,180,,,
8341,1,三界塔三重守卫,90,测试,2022,1500000,1,0,1526,3054,1526,3054,1526,3054,1856,3712,618,1237,10,2,0,25,3000,1,Special,6,1000,300,0,200000,10000,12,3,450,0,0,,0,,13,,0,4,1,1527,0,三界塔三重BOSS1,0,1,,0,,1#6#2,,55,,,180,,,
8342,1,三界塔三重守卫,90,测试,2003,1500000,1,0,1526,3054,1526,3054,1526,3054,618,1237,1856,3712,10,2,0,25,3000,1,Special,6,1000,300,0,200000,10000,12,3,450,0,0,,0,,13,,0,4,1,1527,0,三界塔三重BOSS1,0,1,,0,,1#6#2,,55,,,180,,,
8343,1,三界塔三重守卫,91,测试,2000,1500000,1,0,1620,3242,1620,3242,1620,3242,1953,3907,651,1302,10,2,0,25,3000,1,Special,6,1000,300,0,200000,10000,12,3,450,0,0,,0,,13,,0,4,1,1621,0,三界塔三重BOSS1,0,1,,0,,1#6#2,,55,,,180,,,
8344,1,三界塔三重守卫,91,测试,2016,1500000,1,0,1620,3242,1620,3242,1620,3242,651,1302,1953,3907,10,2,0,25,3000,1,Special,6,1000,300,0,200000,10000,12,3,450,0,0,,0,,13,,0,4,1,1621,0,三界塔三重BOSS1,0,1,,0,,1#6#2,,55,,,180,,,
8345,1,三界塔三重守卫,95,测试,2034,2200000,1,0,2040,4080,2040,4080,2040,4080,2376,4752,792,1584,10,2,0,25,3000,1,Special,6,1000,300,0,200000,10000,12,3,450,0,0,,0,,13,,0,4,1,2040,0,三界塔三重BOSS1,0,1,,0,,1#6#2,,55,,,180,,,
8346,1,三界塔三重守卫,92,测试,2046,1500000,1,0,1719,3438,1719,3438,1719,3438,684,1369,2054,4108,10,2,0,25,3000,1,Special,6,1000,300,0,200000,10000,12,3,450,0,0,,0,,13,,0,4,1,1719,0,三界塔三重BOSS1,0,1,,0,,1#6#2,,55,,,180,,,
8347,1,三界塔三重守卫,92,测试,2057,1500000,1,0,1719,3438,1719,3438,1719,3438,2054,4108,684,1369,10,2,0,25,3000,1,Special,6,1000,300,0,200000,10000,12,3,450,0,0,,0,,13,,0,4,1,1719,0,三界塔三重BOSS1,0,1,,0,,1#6#2,,55,,,180,,,
8348,1,三界塔三重守卫,93,测试,2083,1500000,1,0,1822,3644,1822,3644,1822,3644,719,1439,2158,4317,10,2,0,25,3000,1,Special,6,1000,300,0,200000,10000,12,3,450,0,0,,0,,13,,0,4,1,1822,0,三界塔三重BOSS1,0,1,,0,,1#6#2,,55,,,180,,,
8349,1,三界塔三重守卫,93,测试,2104,1500000,1,0,1822,3644,1822,3644,1822,3644,2158,4317,719,1439,10,2,0,25,3000,1,Special,6,1000,300,0,200000,10000,12,3,450,0,0,,0,,13,,0,4,1,1822,0,三界塔三重BOSS1,0,1,,0,,1#6#2,,55,,,180,,,
8350,1,三界塔三重守卫,98,测试,2017,2400000,1,0,2400,4802,2400,4802,2400,4802,908,1817,2725,5451,10,2,0,25,3000,1,Special,6,1000,300,0,200000,10000,12,3,450,0,0,,0,,13,,0,4,1,2401,0,三界塔三重BOSS1,0,1,,0,,1#6#2,,55,,,180,,,
8351,1,三界塔三重守卫,94,测试,2010,1675000,1,0,1928,3858,1928,3858,1928,3858,2265,4531,755,1510,10,2,0,25,3000,1,Special,6,1000,300,0,200000,10000,12,3,450,0,0,,0,,13,,0,4,1,1929,0,三界塔三重BOSS1,0,1,,0,,1#6#2,,55,,,180,,,
8352,1,三界塔三重守卫,94,测试,2059,1675000,1,0,1928,3858,1928,3858,1928,3858,755,1510,2265,4531,10,2,0,25,3000,1,Special,6,1000,300,0,200000,10000,12,3,450,0,0,,0,,33,,0,4,1,1929,0,三界塔三重BOSS1,0,1,,0,,1#6#2,,55,,,180,,,
8353,1,三界塔三重守卫,95,测试,2035,1675000,1,0,2040,4080,2040,4080,2040,4080,2376,4752,792,1584,10,2,0,25,3000,1,Special,6,1000,300,0,200000,10000,12,3,450,0,0,,0,,34,,0,4,1,2040,0,三界塔三重BOSS1,0,1,,0,,1#6#2,,55,,,180,,,
8354,1,三界塔三重守卫,95,测试,2045,1675000,1,0,2040,4080,2040,4080,2040,4080,792,1584,2376,4752,10,2,0,25,3000,1,Special,6,1000,300,0,200000,10000,12,3,450,0,0,,0,,30,,0,4,1,2040,0,三界塔三重BOSS1,0,1,,0,,1#6#2,,55,,,180,,,
8355,1,三界塔三重守卫,99,测试,2107,2800000,1,0,2530,5060,2530,5060,2530,5060,2847,5694,949,1898,10,2,0,25,3000,1,Special,6,1000,300,0,200000,10000,12,3,450,0,0,,0,,49,,0,4,1,2530,0,三界塔三重BOSS1,0,1,,0,,1#6#2,,55,,,180,,,
8356,1,三界塔三重守卫,96,测试,2082,1875000,1,0,2156,4312,2156,4312,2156,4312,830,1660,2490,4980,10,2,0,25,3000,1,Special,6,1000,300,0,200000,10000,12,3,450,0,0,,0,,13,,0,4,1,2156,0,三界塔三重BOSS1,0,1,,0,,1#6#2,,55,,,180,,,
8357,1,三界塔三重守卫,96,测试,2073,1875000,1,0,2156,4312,2156,4312,2156,4312,2490,4980,830,1660,10,2,0,25,3000,1,Special,6,1000,300,0,200000,10000,12,3,450,0,0,,0,,43,,0,4,1,2156,0,三界塔三重BOSS1,0,1,,0,,1#6#2,,55,,,180,,,
8358,1,三界塔三重守卫,97,测试,2093,1875000,1,0,2276,4553,2276,4553,2276,4553,868,1737,2606,5212,10,2,0,25,3000,1,Special,6,1000,300,0,200000,10000,12,3,450,0,0,,0,,48,,0,4,1,2276,0,三界塔三重BOSS1,0,1,,0,,1#6#2,,55,,,180,,,
8359,1,三界塔三重守卫,97,测试,2071,1875000,1,0,2276,4553,2276,4553,2276,4553,2606,5212,868,1737,10,2,0,25,3000,1,Special,6,1000,300,0,200000,10000,12,3,450,0,0,,0,,52,,0,4,1,2276,0,三界塔三重BOSS1,0,1,,0,,1#6#2,,55,,,180,,,
8360,1,三界塔三重守卫,100,测试,2072,3600000,1,0,2662,5326,2662,5326,2662,5326,990,1981,2971,5943,10,2,0,25,3000,1,Special,6,1000,300,0,200000,10000,12,3,450,0,0,,0,,54,,0,4,1,2663,0,三界塔三重BOSS1,0,1,,0,,1#6#2,,55,,,180,,,
8361,1,三界塔四重守卫,100,测试,2022,2500000,1,0,2662,5326,2662,5326,2662,5326,2971,5943,990,1981,10,2,0,25,3000,1,Special,6,1000,300,0,200000,10000,12,3,450,0,0,,0,,13,,0,4,1,2663,0,三界塔四重BOSS1,0,1,,0,,1#6#2,,55,,,180,,,
8362,1,三界塔四重守卫,100,测试,2003,2500000,1,0,2662,5326,2662,5326,2662,5326,990,1981,2971,5943,10,2,0,25,3000,1,Special,6,1000,300,0,200000,10000,12,3,450,0,0,,0,,13,,0,4,1,2663,0,三界塔四重BOSS1,0,1,,0,,1#6#2,,55,,,180,,,
8363,1,三界塔四重守卫,101,测试,2000,2500000,1,0,2800,5601,2800,5601,2800,5601,3098,6196,1032,2065,10,2,0,25,3000,1,Special,6,1000,300,0,200000,10000,12,3,450,0,0,,0,,13,,0,4,1,2800,0,三界塔四重BOSS1,0,1,,0,,1#6#2,,55,,,180,,,
8364,1,三界塔四重守卫,101,测试,2016,2500000,1,0,2800,5601,2800,5601,2800,5601,1032,2065,3098,6196,10,2,0,25,3000,1,Special,6,1000,300,0,200000,10000,12,3,450,0,0,,0,,13,,0,4,1,2800,0,三界塔四重BOSS1,0,1,,0,,1#6#2,,55,,,180,,,
8365,1,三界塔四重守卫,105,测试,2034,4000000,1,0,3391,6783,3391,6783,3391,6783,3625,7251,1208,2417,10,2,0,25,3000,1,Special,6,1000,300,0,200000,10000,12,3,450,0,0,,0,,13,,0,4,1,3391,0,三界塔四重BOSS1,0,1,,0,,1#6#2,,55,,,180,,,
8366,1,三界塔四重守卫,102,测试,2046,2500000,1,0,2942,5884,2942,5884,2942,5884,1075,2151,3227,6454,10,2,0,25,3000,1,Special,6,1000,300,0,200000,10000,12,3,450,0,0,,0,,13,,0,4,1,2942,0,三界塔四重BOSS1,0,1,,0,,1#6#2,,55,,,180,,,
8367,1,三界塔四重守卫,102,测试,2057,2500000,1,0,2942,5884,2942,5884,2942,5884,3227,6454,1075,2151,10,2,0,25,3000,1,Special,6,1000,300,0,200000,10000,12,3,450,0,0,,0,,13,,0,4,1,2942,0,三界塔四重BOSS1,0,1,,0,,1#6#2,,55,,,180,,,
8368,1,三界塔四重守卫,103,测试,2083,2500000,1,0,3088,6176,3088,6176,3088,6176,1119,2238,3357,6715,10,2,0,25,3000,1,Special,6,1000,300,0,200000,10000,12,3,450,0,0,,0,,13,,0,4,1,3088,0,三界塔四重BOSS1,0,1,,0,,1#6#2,,55,,,180,,,
